NAME,ROME,UTTERANCE,DIRECTED,COMMENT,,
NIC,Nicola  Sister,oh .,,%com: she still wants to know where the lump is,,
NIC,Nicola  Sister,where is it ?,,,,
MOT,Mother,excuse me .,,,,
MOT,Mother,I'm tidying out the cupboard (3.) . .,,,,
MOT,Mother,I'm going to tidy out that shoes cupboard as_well .,,,,
NIC,Nicola  Sister,I like this xxx .,,,,
CHI,Benjamin Target_Child,0 .,,,,
MOT,Mother,oh dear .,,,,
MOT,Mother,we must tell Daddy to mend that xylophone mustn't we ?,,,,
NIC,Nicola  Sister,yes .,,,,
MOT,Mother,I've got the bit xxx (6.) .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
Location: Hallway,,,,,,
Activities: Free play with another child,,,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,I've got xxx (3.) .,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,where's our clothes (2.) ?,,,,
CHI,Benjamin Target_Child,Nicola ?,,,,
CHI,Benjamin Target_Child,where's our clothes ?,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,where's our clothes ?,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,our clothes (2.) ?,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,you stay in your house (2.) .,,,,
NIC,Nicola  Sister,xxx (2.) .,,,,
NIC,Nicola  Sister,there .,,,,
NIC,Nicola  Sister,they're here .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,our xxx in the xxx .,,,,
CHI,Benjamin Target_Child,xxx to your cigarettes (2.) .,,,,
CHI,Benjamin Target_Child,no cigarettes in there .,,,,
NIC,Nicola  Sister,I've only got one (2.) .,,,,
CHI,Benjamin Target_Child,yes you have (3.) .,,,,
CHI,Benjamin Target_Child,I've [//] there's only two (2.) .,,,,
CHI,Benjamin Target_Child,only one (3.) .,,,,
NIC,Nicola  Sister,one (2.) .,,,,
NIC,Nicola  Sister,that's because I don't smoke very much .,,,,
NIC,Nicola  Sister,just a little bit .,,,,
NIC,Nicola  Sister,yes .,,,,
NIC,Nicola  Sister,come on .,,,,
CHI,Benjamin Target_Child,I'll have that one .,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,no (1.) .,,,,
NIC,Nicola  Sister,that's mine .,,,,
NIC,Nicola  Sister,they burn (1.) .,,,,
NIC,Nicola  Sister,those .,,,,
NIC,Nicola  Sister,mind hot please .,,,,
NIC,Nicola  Sister,do .,,,,
NIC,Nicola  Sister,mind .,,,,
NIC,Nicola  Sister,it's very hot that one xxx .,,,,
NIC,Nicola  Sister,sometimes they get (1.) cold not hot (3.) .,,,,
CHI,Benjamin Target_Child,can &w +...,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,didn't we ?,,,,
CHI,Benjamin Target_Child,no .,,,,
NIC,Nicola  Sister,don't let's xxx (4.) .,,,,
Location: Kitchen,,,,,,
Activities: Other non-play,,,,,,
Situation: M is baking in the kitchen. children have been playing in the cupboards ,,,,,,
NIC,Nicola  Sister,I like that .,,,,
MOT,Mother,close the oven [= cupboard] door first .,,,,
MOT,Mother,out xxx .,,,,
MOT,Mother,cupboard doors .,,,,
NIC,Nicola  Sister,can I have xxx ?,,,,
MOT,Mother,no you can't .,,,,
MOT,Mother,I'm doing bread Nicola .,,,,
CHI,Benjamin Target_Child,can I do <some bread> [>] ?,,,,
MOT,Mother,xxx [<] xxx .,,,,
CHI,Benjamin Target_Child,can +...,,,,
MOT,Mother,and I'm doing some for Wendy [= neighbor] (2.) .,,,,
CHI,Benjamin Target_Child,can I have some more porridge (18.) ?,,%com: wants to bake,,
MOT,Mother,I'm sorry darling .,,,,
MOT,Mother,not this morning .,,,,
CHI,Benjamin Target_Child,why (4.) ?,,,,
CHI,Benjamin Target_Child,why can't I do it (3.) ?,,,,
CHI,Benjamin Target_Child,please can I have porridge (3.) ?,,,,
MOT,Mother,well put it back .,,,,
MOT,Mother,oh you little horror (1.) .,,,,
CHI,Benjamin Target_Child,0 [=! whimpers] .,,,,
MOT,Mother,you little horror .,,,,
MOT,Mother,xxx aren't you (2.) ?,,,,
MOT,Mother,are you a horror (2.) ?,,,,
MOT,Mother,hey .,,,,
MOT,Mother,who's a horror (2.) ?,,,,
CHI,Benjamin Target_Child,I am .,,,,
CHI,Benjamin Target_Child,I am (2.) .,,,,
CHI,Benjamin Target_Child,o:h (8.) .,,,,
MOT,Mother,xxx ?,,,,
CHI,Benjamin Target_Child,no .,,,,
NIC,Nicola  Sister,0 .,,%com: closes door on him as he drags chair through,,
CHI,Benjamin Target_Child,open up that door !,,,,
MOT,Mother,xxx .,,,,
NIC,Nicola  Sister,no (2.) .,,,,
CHI,Benjamin Target_Child,it's [= chair] heavy .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,xxx .,,,,
CHI,Benjamin Target_Child,it's heavy (2.) .,,,,
MOT,Mother,no Benjamin .,,,,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
NIC,Nicola  Sister,five eight .,,,,
NIC,Nicola  Sister,let's show them shall we ?,,,,
NIC,Nicola  Sister,let me show you them (5.) .,,,,
CHI,Benjamin Target_Child,I'm looking through .,,,,
CHI,Benjamin Target_Child,you xxx it's a +...,,,,
CHI,Benjamin Target_Child,I put the fishy (7.) .,,,,
NIC,Nicola  Sister,you can't come in (3.) .,,,,
NIC,Nicola  Sister,you can't (2.) .,,,,
NIC,Nicola  Sister,you can't come in (4.) .,,,,
NIC,Nicola  Sister,you can't look in my window .,,,,
NIC,Nicola  Sister,because I'm going out (1.) to the shop (4.) .,,,,
CHI,Benjamin Target_Child,I'm looking through this window (5.) .,,%com: the other door,,
NIC,Nicola  Sister,you can't look at any (2.) .,,,,
NIC,Nicola  Sister,my window (.) my window .,,,,
NIC,Nicola  Sister,I'm not going to be there .,,,,
NIC,Nicola  Sister,I'd better not get in my house had you ?,,,,
CHI,Benjamin Target_Child,I'd better (3.) .,,,,
NIC,Nicola  Sister,you better not when I'm going out .,,,,
CHI,Benjamin Target_Child,xxx ?,,,,
NIC,Nicola  Sister,no (2.) .,,,,
CHI,Benjamin Target_Child,yes (2.) .,,,,
NIC,Nicola  Sister,no (1.) I said .,,,,
NIC,Nicola  Sister,you can't come with me (2.) .,,,,
CHI,Benjamin Target_Child,xxx house (2.) .,,,,
NIC,Nicola  Sister,no (2.) .,,,,
NIC,Nicola  Sister,no (4.) .,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,I am going in there in a minute (2.) .,,,,
CHI,Benjamin Target_Child,I [/] I [/] I [/] I [/] I want a (1.) house .,,,,
Location: Living room,,,,,,
Activities: Free and Imaginary Role play alone and with another child,,,,,,
Situation: Nicola and Mother are in kitchen,,,,,,
CHI,Benjamin Target_Child,going .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,<going in air> [/] going in airplane (2.) .,,,,
CHI,Benjamin Target_Child,it's going in airplane (4.) .,,%com: they have an airplane toy with passengers who sit inside,,
NIC,Nicola  Sister,xxx (12.) .,,,,
CHI,Benjamin Target_Child,there's some more space .,,,,
CHI,Benjamin Target_Child,I'll go and turn round .,,,,
CHI,Benjamin Target_Child,some more space (26.) .,,,,
CHI,Benjamin Target_Child,off we go (3.) .,,,,
CHI,Benjamin Target_Child,little puffer train .,,%com: he's changed from a plane to a train,,
CHI,Benjamin Target_Child,off we go .,,,,
CHI,Benjamin Target_Child,off we go (2.) .,,,,
CHI,Benjamin Target_Child,we go over .,,,,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
CHI,Benjamin Target_Child,xxx .,,,,
CHI,Benjamin Target_Child,shove (2.) .,,,,
CHI,Benjamin Target_Child,shove (2.) .,,,,
CHI,Benjamin Target_Child,and shove (2.) .,,,,
CHI,Benjamin Target_Child,<the jack+in+the+(box)> [//] <there's the> [//] is there the jack+in+the+box ?,,,,
CHI,Benjamin Target_Child,is there a jack+in+the+box ?,,,,
CHI,Benjamin Target_Child,my jack+in+the+box (2.) .,,,,
NIC,Nicola  Sister,it's for my baby you gave me last time .,,,,
CHI,Benjamin Target_Child,it isn't yours (2.) .,,,,
CHI,Benjamin Target_Child,it isn't yours (2.) .,,,,
NIC,Nicola  Sister,don't shout at me (2.) .,,,,
CHI,Benjamin Target_Child,it's not my wobbly woo@c@c.,,%com: he's made up wobbly woo,,
CHI,Benjamin Target_Child,where's my jack+in+the+box (3.) ? ?,,,,
NIC,Nicola  Sister,there he is .,,,,
NIC,Nicola  Sister,hello (1.) he says .,,,,
NIC,Nicola  Sister,hello .,,,,
CHI,Benjamin Target_Child,di^di^di^di^di@si.,,,,
NIC,Nicola  Sister,hello .,,,,
NIC,Nicola  Sister,hello .,,,,
NIC,Nicola  Sister,hello .,,,,
CHI,Benjamin Target_Child,I've got one like your .,,,,
NIC,Nicola  Sister,0 [=! sings] .,,,,
NIC,Nicola  Sister,do you want it [= jack+in+the+box] closed ?,,,,
CHI,Benjamin Target_Child,yes I do .,,,,
NIC,Nicola  Sister,shall I do the button up ?,,,,
CHI,Benjamin Target_Child,no you won't .,,,,
NIC,Nicola  Sister,I'm going out_of your house then (3.) .,,,,
NIC,Nicola  Sister,I'm a very cross lady .,,,,
CHI,Benjamin Target_Child,I'm a cross man (2.) .,,,,
NIC,Nicola  Sister,well I'm sitting down on your settee (3.) .,,,,
CHI,Benjamin Target_Child,it's Jeff's [= neighbor] house .,,,,
NIC,Nicola  Sister,<I'm your> [//] I'm in your house (2.) .,,,,
CHI,Benjamin Target_Child,then you mustn't come home .,,,,
NIC,Nicola  Sister,I am in here (2.) .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,I'm in it .,,,,
CHI,Benjamin Target_Child,can't .,,,,
CHI,Benjamin Target_Child,I [//] I'm in your house .,,,,
CHI,Benjamin Target_Child,no .,,,,
CHI,Benjamin Target_Child,you can't come in .,,,,
NIC,Nicola  Sister,I am in it (5.) .,,,,
Location: Bedroom,,,,,,
Activities: Free play with another child,,,,,,
"Situation: They play ""houses"" under Nicola's bed",,,,,,
CHI,Benjamin Target_Child,hide .,,,,
CHI,Benjamin Target_Child,I'm hiding under your bed . .,,,,
NIC,Nicola  Sister,no (3.) .,,,,
NIC,Nicola  Sister,&-uh .,,,,
NIC,Nicola  Sister,it's all morning now (3.) .,,,,
NIC,Nicola  Sister,let me go and make a cup of tea shall I (3.) ?,,,,
CHI,Benjamin Target_Child,I'll hide .,,,,
NIC,Nicola  Sister,xxx (2.) .,,,,
NIC,Nicola  Sister,I'll put my dressing gown on (2.) .,,,,
NIC,Nicola  Sister,I do feel a bit tired don't you (2.) ?,,,,
NIC,Nicola  Sister,good night dear .,,,,
CHI,Benjamin Target_Child,I'm hiding of you (2.) .,,,,
NIC,Nicola  Sister,can I come in (2.) ?,,,,
NIC,Nicola  Sister,for a cup of tea ?,,,,
NIC,Nicola  Sister,did you mean ?,,,,
CHI,Benjamin Target_Child,no (3.) .,,,,
NIC,Nicola  Sister,is that right ?,,,,
NIC,Nicola  Sister,I'm going to come in in a minute (3.) .,,,,
NIC,Nicola  Sister,I'm tired .,,,,
NIC,Nicola  Sister,xxx go out in a minute .,,,,
NIC,Nicola  Sister,in the kitchen .,,,,
NIC,Nicola  Sister,oh I can't see you .,,,,
NIC,Nicola  Sister,because I don't want you in the kitchen .,,,,
NIC,Nicola  Sister,because it's too cold (1.) in the kitchen (2.) .,,,,
NIC,Nicola  Sister,it is (3.) .,,,,
NIC,Nicola  Sister,<I'll put my> [//] (2.) I'm going to get dressed (1.) .,,,,
NIC,Nicola  Sister,quickly (4.) .,,,,
CHI,Benjamin Target_Child,can I come in (22.) ?,,,,
Location: Garden,,,,,,
Activities: Free play with another child,,,,,,
CHI,Benjamin Target_Child,here I come (2.) .,,,,
CHI,Benjamin Target_Child,<I've got a> [//] (3.) see the tellie .,,,,
CHI,Benjamin Target_Child,tellie .,,,,
CHI,Benjamin Target_Child,tellie .,,,,
NIC,Nicola  Sister,come on .,,,,
NIC,Nicola  Sister,let's go home .,,,,
CHI,Benjamin Target_Child,your house (2.) .,,,,
CHI,Benjamin Target_Child,I'd like the key (3.) .,,,,
CHI,Benjamin Target_Child,up here .,,,,
NIC,Nicola  Sister,here (2.) it is (2.) .,,,,
NIC,Nicola  Sister,there's a car (2.) .,,,,
CHI,Benjamin Target_Child,<there's> [/] <there's a> [/] there's a mini car on the road .,,%com: there was a Mini parked along the street,,
CHI,Benjamin Target_Child,I .,,,,
NIC,Nicola  Sister,it's like a posh one .,,,,
CHI,Benjamin Target_Child,I'll take it off .,,,,
CHI,Benjamin Target_Child,I'll take it off .,,,,
NIC,Nicola  Sister,have you done it ?,,,,
CHI,Benjamin Target_Child,yes .,,,,
CHI,Benjamin Target_Child,have .,,,,
NIC,Nicola  Sister,it's your car isn't it ?,,,,
CHI,Benjamin Target_Child,yes it is .,,,,
NIC,Nicola  Sister,then you left it go didn't you ?,,,,
CHI,Benjamin Target_Child,yes .,,,,
CHI,Benjamin Target_Child,very fast (3.) .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
CHI,Benjamin Target_Child,<that's my> [/] that's my Datsun .,,%com: refers to make of car,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,shall we go out again ?,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,xxx (2.) .,,,,
NIC,Nicola  Sister,xxx (2.) .,,,,
CHI,Benjamin Target_Child,shall we go out .,,,,
NIC,Nicola  Sister,no .,,,,
CHI,Benjamin Target_Child,yes .,,,,
NIC,Nicola  Sister,no (6.) .,,,,
CHI,Benjamin Target_Child,I let my car go (2.) .,,,,
CHI,Benjamin Target_Child,I let my car go (3.) .,,,,
NIC,Nicola  Sister,alright (2.) .,,,,
CHI,Benjamin Target_Child,I sit down (2.) .,,,,
CHI,Benjamin Target_Child,I will (2.) .,,,,
CHI,Benjamin Target_Child,down (5.) .,,,,
CHI,Benjamin Target_Child,I taked@n it off .,,,,
CHI,Benjamin Target_Child,it did go (3.) .,,,,
CHI,Benjamin Target_Child,it did .,,,,
Location: Living room,,,,,,
Activities: Free play alone,,,,,,
NIC,Nicola  Sister,&=laughs .,,,,
NIC,Nicola  Sister,can you hear that ?,,%com: mother doesn't know what this is,,
NIC,Nicola  Sister,can you see it ?,,,,
CHI,Benjamin Target_Child,yes (3.) .,,,,
NIC,Nicola  Sister,I don't want it like that .,,,,
MOT,Mother,xxx .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
Location: Living Room,,,,,,
Activities: Other Non-Play,,,,,,
MOT,Mother,were you doing over there on that fire ?,,,,
MOT,Mother,you are a naughty little girl (6.) .,,,,
NIC,Nicola  Sister,I want xxx (3.) .,,,,
MOT,Mother,you dirty little hussy (4.) .,,,,
NIC,Nicola  Sister,&=laughs (3.) .,,,,
MOT,Mother,Nicola (4.) .,,%com: benjamin has hiccups,,
NIC,Nicola  Sister,0 [=! raspberries] .,,,,
MOT,Mother,I'm not very pleased with you .,,,,
MOT,Mother,you're a very naughty little girl [>] .,,,,
NIC,Nicola  Sister,ow [<] (19.) .,,,,
MOT,Mother,0 .,,,,
NIC,Nicola  Sister,yes (5.) .,,,,
MOT,Mother,I've just about enough of you .,,,,
MOT,Mother,now just pull yourself together and behave yourself .,,,,
NIC,Nicola  Sister,alright .,,,,
NIC,Nicola  Sister,I will .,,,,
NIC,Nicola  Sister,0 [=! sings] .,,,,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
Situation: Eating something,,,,,,
CHI,Benjamin Target_Child,I [/] I didn't eat anything .,,,,
CHI,Benjamin Target_Child,my xxx cry .,,,,
NIC,Nicola  Sister,&=laughs (9.) .,,,,
CHI,Benjamin Target_Child,xxx (6.) .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
CHI,Benjamin Target_Child,I [/] I [/] I [/] I [/] I never .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
NIC,Nicola  Sister,I want my jelly babies .,,%com: they are annoying Mother,,
MOT,Mother,no .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
NIC,Nicola  Sister,jumping jelly ones .,,,,
MOT,Mother,I'll poke you .,,,,
NIC,Nicola  Sister,&=laughs [>] .,,,,
MOT,Mother,xxx [<] harder .,,,,
NIC,Nicola  Sister,I can hit harder than that .,,,,
NIC,Nicola  Sister,&=laughs (7.) .,,,,
NIC,Nicola  Sister,0 [=! sings] (3.) .,,,,
NIC,Nicola  Sister,xxx that .,,,,
NIC,Nicola  Sister,we'll never get it out again won't we Mummy ?,,,,
NIC,Nicola  Sister,there was a +...,,,,
Location: Living room,,,,,,
Activities: Helping,,,,,,
Situation: M wants the children to tidy up their toys,,,,,,
NIC,Nicola  Sister,xxx up .,,,,
MOT,Mother,do I .,,,,
NIC,Nicola  Sister,no .,,,,
MOT,Mother,do it .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,do it .,,,,
NIC,Nicola  Sister,why ?,,,,
MOT,Mother,do it .,,,,
MOT,Mother,do it .,,,,
MOT,Mother,do it .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
MOT,Mother,do it .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
MOT,Mother,mummie's a good shot isn't she .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
CHI,Benjamin Target_Child,mum (3.) .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
MOT,Mother,nasty little beasties (2.) .,,,,
NIC,Nicola  Sister,I can xxx these .,,,,
MOT,Mother,no .,,,,
MOT,Mother,that's silly .,,,,
CHI,Benjamin Target_Child,do .,,,,
CHI,Benjamin Target_Child,xxx [>] .,,,,
NIC,Nicola  Sister,xxx [<] [>] .,,,,
MOT,Mother,xxx [<] her a lot .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
MOT,Mother,xxx hit her a lot (3.) ?,,,,
MOT,Mother,shall I ?,,,,
CHI,Benjamin Target_Child,ow .,,,,
CHI,Benjamin Target_Child,<I'll hit you> [>] .,,,,
MOT,Mother,xxx [<] .,,,,
NIC,Nicola  Sister,xxx I .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
CHI,Benjamin Target_Child,I'm hitting you .,,,,
MOT,Mother,shall we hit her [= Nicole] a lot ?,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,you mustn't hit her a lot . .,,,,
CHI,Benjamin Target_Child,didn't (3.) .,,,,
MOT,Mother,look Nicola .,,,,
MOT,Mother,if you're going to do that I shall throw these puzzles in the dustbin .,,,,
NIC,Nicola  Sister,no (7.) .,,,,
MOT,Mother,I will won't I Benjamin ?,,,,
CHI,Benjamin Target_Child,xxx [>] .,,,,
NIC,Nicola  Sister,xxx [<] .,,,,
MOT,Mother,chuck them in the dustbin won't I ?,,,,
NIC,Nicola  Sister,xxx (2.) .,,,,
MOT,Mother,&=laughs .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,they're nothing like a horse .,,,,
MOT,Mother,now go away .,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,you're a nasty .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,horrible (1.) creature (3.) .,,,,
MOT,Mother,yes you are .,,,,
NIC,Nicola  Sister,&=laughs (2.) .,,,,
MOT,Mother,isn't she Benjamin (2.) ?,,,,
MOT,Mother,if you don't xxx I'll tie you up like I did last night (2.) .,,,,
NIC,Nicola  Sister,I won't do it (5.) .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
MOT,Mother,you're not to put string round people's necks .,,,,
Location: Living Room,,,,,,
Activities: Free play alone and with another child,,,,,,
Situation: the children are annoying Mother,,,,,,
MOT,Mother,no .,,,,
MOT,Mother,I will not (3.) .,,,,
NIC,Nicola  Sister,reading that book with me .,,,,
NIC,Nicola  Sister,I have a xxx .,,,,
NIC,Nicola  Sister,let's just xxx [>] .,,,,
MOT,Mother,Benjamin [<] .,,,,
CHI,Benjamin Target_Child,0 .,,,,
MOT,Mother,put that curtain down .,,,,
CHI,Benjamin Target_Child,0 .,,%com: puts it down,,
MOT,Mother,you are not [!] having the television on (1.) at the moment .,,,,
NIC,Nicola  Sister,why (2.) ?,,,,
NIC,Nicola  Sister,water ?,,,,
MOT,Mother,yes .,,,,
MOT,Mother,when I'm ready .,,,,
MOT,Mother,you can have Play_School on .,,,,
MOT,Mother,but you are not xxx .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
MOT,Mother,and Play_School is in an hour's time .,,,,
MOT,Mother,one hour .,,,,
MOT,Mother,xxx I'll put it on .,,,,
MOT,Mother,four o'clock .,,,,
MOT,Mother,for Play_School .,,,,
NIC,Nicola  Sister,it's Play_School is four o'clock .,,,,
NIC,Nicola  Sister,isn't it ?,,,,
MOT,Mother,it's three o'clock now (3.) .,,,,
NIC,Nicola  Sister,it's nearly three o'clock .,,,,
CHI,Benjamin Target_Child,I'll build my doors .,,,,
NIC,Nicola  Sister,xxx .,,%com: goes after Mother into the kitchen,,
CHI,Benjamin Target_Child,I'll build my doors (3.) .,,,,
CHI,Benjamin Target_Child,I'll build my doors .,,,,
CHI,Benjamin Target_Child,my room .,,,,
CHI,Benjamin Target_Child,in my house (2.) .,,,,
CHI,Benjamin Target_Child,xxx [>] .,,,,
NIC,Nicola  Sister,<xxx your house> [<] (2.) .,,,,
CHI,Benjamin Target_Child,no .,,,,
CHI,Benjamin Target_Child,xxx (3.) .,,,,
CHI,Benjamin Target_Child,no (4.) .,,,,
NIC,Nicola  Sister,<I'm> [/] I'm tying it (2.) .,,,,
NIC,Nicola  Sister,I'm tying it (4.) .,,,,
CHI,Benjamin Target_Child,no (2.) .,,,,
NIC,Nicola  Sister,is he (3.) .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,I'm going to take this stick home (2.) .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,xxx (4.) ?,,,,
MOT,Mother,close those cupboard doors .,,,,
MOT,Mother,that won't xxx .,,%com: someone closes them,,
MOT,Mother,xxx (4.) .,,,,
NIC,Nicola  Sister,I don't know how .,,,,
NIC,Nicola  Sister,you're not to do that (3.) .,,,,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
CHI,Benjamin Target_Child,can't catch me (17.) .,,,,
CHI,Benjamin Target_Child,shall we do it again again .,,,,
MOT,Mother,0 [=! noises copying Benjamin] .,,,,
CHI,Benjamin Target_Child,yes (2.) .,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,would you like that ?,,,,
CHI,Benjamin Target_Child,I can .,,,,
NIC,Nicola  Sister,that ow .,,%com: referring to B's microphone,,
NIC,Nicola  Sister,that ow .,,,,
CHI,Benjamin Target_Child,shall we do it again again .,,,,
NIC,Nicola  Sister,yes (2.) .,,,,
NIC,Nicola  Sister,yes (3.) .,,,,
NIC,Nicola  Sister,shall we hear you on your microphone tonight ?,,,,
CHI,Benjamin Target_Child,xxx (5.) .,,,,
NIC,Nicola  Sister,shall we hear you on your microphone ?,,,,
NIC,Nicola  Sister,talk .,,,,
NIC,Nicola  Sister,talk .,,,,
CHI,Benjamin Target_Child,Nicola (1.) .,,,,
NIC,Nicola  Sister,Nicola .,,,,
NIC,Nicola  Sister,yes (2.) .,,,,
NIC,Nicola  Sister,are you the telephone are you (2.) ?,,,,
NIC,Nicola  Sister,can I +...,,,,
NIC,Nicola  Sister,not yet .,,,,
CHI,Benjamin Target_Child,yes that's what I am (2.) .,,,,
NIC,Nicola  Sister,Benjamin .,,,,
NIC,Nicola  Sister,xxx (2.) .,,,,
NIC,Nicola  Sister,that .,,,,
CHI,Benjamin Target_Child,xxx (2.) .,,,,
CHI,Benjamin Target_Child,I'm not (3.) .,,,,
CHI,Benjamin Target_Child,xxx to you (2.) .,,,,
CHI,Benjamin Target_Child,I'm .,,,,
NIC,Nicola  Sister,0 [=! noise] (4.) .,,,,
MOT,Mother,come away from that xxx [>] .,,,,
NIC,Nicola  Sister,0 [=! screams] [<] (3.) .,,,,
